"Lewy kontekst","Rezultat","Prawy kontekst","Interpretacja","Nazwa własna","Relacja zależnościowa","Lemat nadrzędnika","Izba","Typ","Autor","Mówca","Przynależność mówcy","Rola mówcy","Płeć mówcy","Komisja","Data","Timestamp","Rok","Ustrój","Numer kadencji","Etykieta","Tytuł","Sesja","Dzień","Numer","Część"
" gospodyń wiejskich, zwłaszcza że teraz szeroko wchodzimy w erę"," digitalizacji",". Powiem szczerze, że jest wiele skarg ze strony","[digitalizacja:subst:sg:gen:f]","_","comp","era","Senat","Komisja","","Jan Rulewski","_","Senator","mężczyzna","Komisja Praw Człowieka, Praworządności i Petycji (201)","2018-01-30","1517270400","2018","III RP","9","201519-snt-pcppx-00201-01","Komisja Praw Człowieka, Praworządności i Petycji (201.)","201","","","1"
" tu możliwości spowoduje dodatkowe problemy teleinformatyczne związane np. z"," digitalizacją"," akt, tak żeby to wszystko było spójne. Uznali","[digitalizacja:subst:sg:inst:f]","_","comp","z","Senat","Komisja","","Michał Woś","_","Podsekretarz Stanu w Ministerstwie Sprawiedliwości","mężczyzna","Komisja Praw Człowieka, Praworządności i Petycji (201)","2018-01-30","1517270400","2018","III RP","9","201519-snt-pcppx-00201-01","Komisja Praw Człowieka, Praworządności i Petycji (201.)","201","","","1"
" sprawa. W minionych latach instytut włożył dużo pracy w"," digitalizację"," zbiorów, ale również w opracowanie katalogów, tych 3","[digitalizacja:subst:sg:acc:f]","_","comp","w","Senat","Komisja","","Jan Rulewski","_","Senator","mężczyzna","Komisja Praw Człowieka, Praworządności i Petycji (47)","2016-06-07","1465257600","2016","III RP","9","201519-snt-pcppx-00047-01","Komisja Praw Człowieka, Praworządności i Petycji (47.)","47","","","1"
" uporał się do końca z przejściem do innej siedziby,"," digitalizacją"," procesów, a już ma nastąpić kolejna zmiana, i","[digitalizacja:subst:sg:inst:f]","_","conjunct","a","Senat","Komisja","","Jan Rulewski","_","Senator","mężczyzna","Komisja Praw Człowieka, Praworządności i Petycji (43)","2016-05-10","1462838400","2016","III RP","9","201519-snt-pcppx-00043-01","Komisja Praw Człowieka, Praworządności i Petycji (43.)","43","","","1"
" granicami kraju. Wspieramy je w opracowywaniu zbiorów i ich"," digitalizacji",", a co ważne, kopie zdigitalizowanych zbiorów są także","[digitalizacja:subst:sg:gen:f]","_","conjunct","i","Sejm","Komisja","","Łukasz Kamiński","_","Prezes IPN","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (28)","2016-07-06","1467763200","2016","III RP","8","201519-sjm-spcxx-00028-01","Komisja Sprawiedliwości i Praw Człowieka /nr 28/","28","","","1"
" cywilnej, które usprawniały wymiar sprawiedliwości. Przeprowadziliśmy całkowitą"," digitalizację"," ksiąg wieczystych. Przeprowadziliśmy digitalizacją Krajowego Rejestru Sądowego i","[digitalizacja:subst:sg:acc:f]","_","obj","przeprowadzić","Sejm","Komisja","","Borys Budka","Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska","Poseł","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (194)","2019-09-11","1568160000","2019","III RP","8","201519-sjm-spcxx-00194-01","Komisja Sprawiedliwości i Praw Człowieka /nr 194/","194","","","1"
". Przeprowadziliśmy całkowitą digitalizację ksiąg wieczystych. Przeprowadziliśmy"," digitalizacją"," Krajowego Rejestru Sądowego i wprowadziliśmy bezpłatny dostęp do niego","[digitalizacja:subst:sg:inst:f]","_","obj_th","przeprowadzić","Sejm","Komisja","","Borys Budka","Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska","Poseł","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (194)","2019-09-11","1568160000","2019","III RP","8","201519-sjm-spcxx-00194-01","Komisja Sprawiedliwości i Praw Człowieka /nr 194/","194","","","1"
" Zostaliśmy wysunięci na pierwszą pozycję jeśli chodzi o obowiązek"," digitalizacji"," sądownictwa i budujemy system obsługi postępowania sądowo-administracyjnego OPSA","[digitalizacja:subst:sg:gen:f]","_","comp","obowiązek","Sejm","Komisja","","Marek Zirk-Sadowski","_","Prezes NSA","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (88)","2017-06-20","1497916800","2017","III RP","8","201519-sjm-spcxx-00088-01","Komisja Sprawiedliwości i Praw Człowieka /nr 88/","88","","","1"
" W ramach tego programu zrealizowaliśmy opracowanie i wdrożenie systemu"," digitalizacji"," akt, co wiązało się również z dużymi inwestycjami w","[digitalizacja:subst:sg:gen:f]","_","comp","system","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (22)","2016-06-21","1466467200","2016","III RP","8","201519-sjm-spcxx-00022-01","Komisja Sprawiedliwości i Praw Człowieka /nr 22/","22","","","1"
" również z dużymi inwestycjami w sprzęt komputerowy. Sam system"," digitalizacji"," akt, nie wiem, czy państwo się orientują,","[digitalizacja:subst:sg:gen:f]","_","comp","system","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (22)","2016-06-21","1466467200","2016","III RP","8","201519-sjm-spcxx-00022-01","Komisja Sprawiedliwości i Praw Człowieka /nr 22/","22","","","1"
" elektronicznej, jak i o konwersję akt papierowych, czyli"," digitalizację"," akt już istniejących. Zakładamy, że ta regulacja objęła","[digitalizacja:subst:sg:acc:f]","_","conjunct","czyli","Sejm","Komisja","","Mariusz Haładyj","_","Podsekretarz stanu w MR","mężczyzna","Komisja Nadzwyczajna do spraw deregulacji (3)","2016-09-13","1473724800","2016","III RP","8","201519-sjm-ndrxx-00003-01","Komisja Nadzwyczajna do spraw deregulacji /nr 3/","3","","","1"
" pragnę nadmienić, że niebawem zostaną stworzone instrumenty umożliwiające całkowitą"," digitalizację"," postępowania przed sądami administracyjnymi. Jest to z pewnością jeden","[digitalizacja:subst:sg:acc:f]","_","obj","umożliwiać","Sejm","Komisja","","Marek Zirk-Sadowski","_","Prezes NSA","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (45)","2016-10-19","1476835200","2016","III RP","8","201519-sjm-spcxx-00045-01","Komisja Sprawiedliwości i Praw Człowieka /nr 45/","45","","","1"
" można powiedzieć sztandarowego, projektu pn. „Rozwój systemu"," digitalizacji"," akt postępowań przygotowawczych – iSDA”. W ubiegłym roku","[digitalizacja:subst:sg:gen:f]","_","comp","system","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca Prokuratora Krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (90)","2017-06-21","1498003200","2017","III RP","8","201519-sjm-spcxx-00090-01","Komisja Sprawiedliwości i Praw Człowieka /nr 90/","90","","","1"
" warunki naszego działania. Dzięki rozbudowie infrastruktury informatycznej i przyspieszeniu"," digitalizacji"," akt skrócony zostanie czas trwania postępowań. Dodam, że","[digitalizacja:subst:sg:gen:f]","_","obj","przyspieszyć","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca Prokuratora Krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (90)","2017-06-21","1498003200","2017","III RP","8","201519-sjm-spcxx-00090-01","Komisja Sprawiedliwości i Praw Człowieka /nr 90/","90","","","1"
" Przykładem takiego planowania niech będzie nasz plan informatyzacji prokuratury i"," digitalizacji"," akt postępowań przygotowawczych. Jest on rozłożony na kilak lat","[digitalizacja:subst:sg:gen:f]","_","conjunct","i","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca Prokuratora Krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (90)","2017-06-21","1498003200","2017","III RP","8","201519-sjm-spcxx-00090-01","Komisja Sprawiedliwości i Praw Człowieka /nr 90/","90","","","1"
" się za granicą. My te dokumenty w tych archiwach"," digitalizujemy"," i one są udostępniane w Polsce, co niezwykle usprawnia","[digitalizować:fin:pl:pri:imperf]","_","conjunct","i","Sejm","Komisja","","Agnieszka Rudzińska","_","Zastępca prezesa IPN","kobieta","Komisja Sprawiedliwości i Praw Człowieka (4)","2016-01-05","1451952000","2016","III RP","8","201519-sjm-spcxx-00004-01","Komisja Sprawiedliwości i Praw Człowieka /nr 4/","4","","","1"
". Jeżeli chodzi o działania archiwalne, to planujemy dalszą"," digitalizację",", która, tak ja mówiłam, postępuje bardzo","[digitalizacja:subst:sg:acc:f]","_","obj","planować","Sejm","Komisja","","Agnieszka Rudzińska","_","Zastępca prezesa IPN","kobieta","Komisja Sprawiedliwości i Praw Człowieka (4)","2016-01-05","1451952000","2016","III RP","8","201519-sjm-spcxx-00004-01","Komisja Sprawiedliwości i Praw Człowieka /nr 4/","4","","","1"
" prokuraturach. W najbliższych latach wskazane jest ponadto kontynuowanie procesu"," digitalizacji"," materiałów archiwalnych oraz zwiększenie intensywności prac nad archiwalnym opisem zasobu","[digitalizacja:subst:sg:gen:f]","_","comp","proces","Sejm","Komisja","","Karol Nawrocki","_","Kandydat na prezesa IPN","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (61)","2021-05-14","1620950400","2021","III RP","9","201923-sjm-spcxx-00061-01","Komisja Sprawiedliwości i Praw Człowieka /nr 61/","61","","","1"
" aktywnością, swoją kreatywnością, a mówi pan dużo o"," digitalizacji",", o jakichś nowych technologiach, a w tej sprawie","[digitalizacja:subst:sg:loc:f]","_","comp","o","Sejm","Komisja","","Michał Szczerba","Klub Parlamentarny Koalicja Obywatelska – Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","Poseł","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (61)","2021-05-14","1620950400","2021","III RP","9","201923-sjm-spcxx-00061-01","Komisja Sprawiedliwości i Praw Człowieka /nr 61/","61","","","1"
". 28, mówiący o możliwości zwielokrotniania utworów na cele"," digitalizacji"," – Komisja pisała tutaj o zachowywaniu możliwości zwielokrotniania utworów dla","[digitalizacja:subst:sg:gen:f]","_","comp","cel","Sejm","Komisja","","Karol Kościński","_","Dyrektor Departamentu Własności Intelektualnej i Mediów MKiDN","mężczyzna","Komisja do Spraw Unii Europejskiej (116)","2017-03-09","1489017600","2017","III RP","8","201519-sjm-suexx-00116-01","Komisja do Spraw Unii Europejskiej /nr 116/","116","","","1"
" jest silnym czynnikiem napędzającym naszą politykę. Druga rzecz to"," digitalizacja",". Niezwykła okazja do tego, by tworzyć pracę o","[digitalizacja:subst:sg:nom:f]","_","subj","to","Sejm","Komisja","","Bulc","_","Violeta","nieznana","Komisja do Spraw Unii Europejskiej (169) | Komisja Infrastruktury (147) | Komisja Gospodarki i Rozwoju (94)","2017-11-24","1511481600","2017","III RP","8","201519-sjm-suexx-00169-01","Komisja do Spraw Unii Europejskiej /nr 169/, Komisja Infrastruktury /nr 147/, Komisja Gospodarki i Rozwoju /nr 94/","169","","","1"
" się na zasadach rynkowych, kwestiach społecznych i pierwszym etapie"," digitalizacji",". Drugi pakiet wiąże się bezpośrednio z dekarbonizacją transportu i","[digitalizacja:subst:sg:gen:f]","_","adjunct","etap","Sejm","Komisja","","Bulc","_","Violeta","nieznana","Komisja do Spraw Unii Europejskiej (169) | Komisja Infrastruktury (147) | Komisja Gospodarki i Rozwoju (94)","2017-11-24","1511481600","2017","III RP","8","201519-sjm-suexx-00169-01","Komisja do Spraw Unii Europejskiej /nr 169/, Komisja Infrastruktury /nr 147/, Komisja Gospodarki i Rozwoju /nr 94/","169","","","1"
" autonomicznej, szczególnie mobilności autonomicznej na drogach, na dalszej"," digitalizacji",", a także będzie tam specjalna sekcja poświęcona bezpieczeństwu na","[digitalizacja:subst:sg:loc:f]","_","comp","na","Sejm","Komisja","","Bulc","_","Violeta","nieznana","Komisja do Spraw Unii Europejskiej (169) | Komisja Infrastruktury (147) | Komisja Gospodarki i Rozwoju (94)","2017-11-24","1511481600","2017","III RP","8","201519-sjm-suexx-00169-01","Komisja do Spraw Unii Europejskiej /nr 169/, Komisja Infrastruktury /nr 147/, Komisja Gospodarki i Rozwoju /nr 94/","169","","","1"
" ograniczyć to obciążenie o 60%, proponujemy cztery poziomy"," digitalizacji",". Słuchaliśmy także tych kierowców, którzy skarżyli się","[digitalizacja:subst:sg:gen:f]","_","comp","poziom","Sejm","Komisja","","Bulc","_","Violeta","nieznana","Komisja do Spraw Unii Europejskiej (169) | Komisja Infrastruktury (147) | Komisja Gospodarki i Rozwoju (94)","2017-11-24","1511481600","2017","III RP","8","201519-sjm-suexx-00169-01","Komisja do Spraw Unii Europejskiej /nr 169/, Komisja Infrastruktury /nr 147/, Komisja Gospodarki i Rozwoju /nr 94/","169","","","1"
". Największa korzyść pochodzi z uproszczenia reguł. Cztery poziomy"," digitalizacji",", cyfrowe tachografy, wymiana danych cyfrowych między państwami członkowskimi","[digitalizacja:subst:sg:gen:f]","_","adjunct","poziom","Sejm","Komisja","","Bulc","_","Violeta","nieznana","Komisja do Spraw Unii Europejskiej (169) | Komisja Infrastruktury (147) | Komisja Gospodarki i Rozwoju (94)","2017-11-24","1511481600","2017","III RP","8","201519-sjm-suexx-00169-01","Komisja do Spraw Unii Europejskiej /nr 169/, Komisja Infrastruktury /nr 147/, Komisja Gospodarki i Rozwoju /nr 94/","169","","","1"
" wspomniane zgody, ale również musielibyśmy w ogóle"," digitalizować"," te zbiory, co byłoby na pewno bardzo kosztowne","[digitalizować:inf:imperf]","_","comp_inf","musieć","Senat","Komisja","","Teresa Czerwińska","_","Podsekretarz Stanu w Ministerstwie Nauki i Szkolnictwa Wyższego","kobieta","Komisja Nauki, Edukacji i Sportu (15)","2016-06-02","1464825600","2016","III RP","9","201519-snt-nesxx-00015-01","Komisja Nauki, Edukacji i Sportu (15.)","15","","","1"
" opracowując je, analizując, przechowując w odpowiedni sposób,"," digitalizując",". To wtedy się działo… Ja przez te lata","[digitalizować:pcon:imperf]","_","adjunct_mod","przechowywać","Sejm","Komisja","","Mieczysław Ryba","_","_","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (86)","2022-01-25","1643068800","2022","III RP","9","201923-sjm-spcxx-00086-01","Komisja Sprawiedliwości i Praw Człowieka /nr 86/","86","","","1"
" wszystkimi parametrami – na wcześniejszym slajdzie była też jeszcze kwestia"," digitalizacji",", która jest bardzo ważna, która wiąże się z","[digitalizacja:subst:sg:gen:f]","_","comp","kwestia","Sejm","Komisja","","Radosław Gnutek","_","Tauron Wytwarzanie SA","mężczyzna","Komisja do Spraw Unii Europejskiej (158)","2017-10-20","1508457600","2017","III RP","8","201519-sjm-suexx-00158-01","Komisja do Spraw Unii Europejskiej /nr 158/","158","","","1"
", dlaczego tego nie ma. Wydaje się, że"," digitalizacja"," badań wraz z dostępem przez lekarzy, powinna być naszym","[digitalizacja:subst:sg:nom:f]","_","subj","powinien","Sejm","Komisja","","Katarzyna Lubnauer","Klub Parlamentarny Koalicja Obywatelska – Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","Poseł","kobieta","Komisja Zdrowia (72)","2021-05-11","1620691200","2021","III RP","9","201923-sjm-zdrxx-00072-01","Komisja Zdrowia /nr 72/","72","","","1"
" Podobnie szeroki zakres dozwolonego użytku w Polsce mamy w przypadku"," digitalizacji"," zasobów dóbr kultury, które są w zasobach instytucji kultury","[digitalizacja:subst:sg:gen:f]","_","comp","przypadek","Sejm","Komisja","","Karol Kościński","_","Dyrektor Departamentu Własności Intelektualnej i Mediów MKiDN","mężczyzna","Komisja do Spraw Unii Europejskiej (101)","2016-12-14","1481673600","2016","III RP","8","201519-sjm-suexx-00101-01","Komisja do Spraw Unii Europejskiej /nr 101/","101","","","1"
" działalność za granicą. Wiele instytucji opiekujących się archiwami i"," digitalizacja"," tych archiwów, Stowarzyszenie Weteranów Armii Polskiej w Stanach Zjednoczonych","[digitalizacja:subst:sg:nom:f]","_","conjunct","i","Sejm","Komisja","","Jarosław Szarek","_","Prezes IPN","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (11)","2020-01-16","1579132800","2020","III RP","9","201923-sjm-spcxx-00011-01","Komisja Sprawiedliwości i Praw Człowieka /nr 11/","11","","","1"
" w dalszym ciągu trwa proces wprowadzenia nowych systemów komputerowych,"," digitalizacji"," akt postępowań przygotowawczych i schodzimy na coraz niższy poziom prokuratury","[digitalizacja:subst:sg:gen:f]","_","conjunct",",","Sejm","Komisja","","Bogdan Święczkowski","_","Pierwszy zastępca prokuratora generalnego prokurator krajowy","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (11)","2020-01-16","1579132800","2020","III RP","9","201923-sjm-spcxx-00011-01","Komisja Sprawiedliwości i Praw Człowieka /nr 11/","11","","","1"
" komunalnych, kwestii związanych z różnymi usługami publicznymi (ich"," digitalizacją",") itd. W ramach prac ministerialnych dużą wagę przywiązujemy","[digitalizacja:subst:sg:inst:f]","_","adjunct","kwestia","Sejm","Komisja","","Paweł Chorąży","_","Podsekretarz stanu w MR","mężczyzna","Komisja Gospodarki i Rozwoju (83)","2017-07-19","1500422400","2017","III RP","8","201519-sjm-gorxx-00083-01","Komisja Gospodarki i Rozwoju /nr 83/","83","","","1"
", z poprawką pana senatora Majera, dotyczącą kwestii wydłużenia"," digitalizacji"," ze względów covidowych, z poprawką proponowaną przez Biuro Legislacyjne","[digitalizacja:subst:sg:gen:f]","_","obj","wydłużyć","Senat","Komisja","","Jan Filip Libicki","Klub Parlamentarny Koalicja Obywatelska – Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","Przewodniczący","mężczyzna","Komisja Rodziny, Polityki Senioralnej i Społecznej (68)","2021-07-15","1626307200","2021","III RP","10","201923-snt-rpssx-00068-01","Komisja Rodziny, Polityki Senioralnej i Społecznej (68.)","68","","","1"
" ten został wdrożony jako efekt projektu pod nazwą Rozwój Systemu"," Digitalizacji"," Akt Postępowań Przygotowawczych w Sprawach Karnych (iSDA 2.0)","[digitalizacja:subst:sg:gen:f]","_","ne","system","Sejm","Komisja","","Beata Sobieraj-Skonieczna","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (168)","2023-06-22","1687392000","2023","III RP","9","201923-sjm-spcxx-00168-01","Komisja Sprawiedliwości i Praw Człowieka /nr 168/","168","","","1"
" ten okres ustawodawstwa krajowego, także przyśpieszy swoje działanie."," Digitalizacja"," wymiany informacji. Dlaczego potrzebujemy digitalizacji wymiany informacji między gminą","[digitalizacja:subst:sg:nom:f]","_","root",".","Senat","Komisja","","Robert Wójcik","_","Dyrektor Departamentu Koordynacji Systemów Zabezpieczenia Społecznego w Ministerstwie Rodziny i Polityki Społecznej","mężczyzna","Komisja Rodziny, Polityki Senioralnej i Społecznej (66)","2021-06-15","1623715200","2021","III RP","10","201923-snt-rpssx-00066-01","Komisja Rodziny, Polityki Senioralnej i Społecznej (66.)","66","","","1"
" przyśpieszy swoje działanie. Digitalizacja wymiany informacji. Dlaczego potrzebujemy"," digitalizacji"," wymiany informacji między gminą a urzędem wojewódzkim? Otóż dlatego","[digitalizacja:subst:sg:gen:f]","_","obj_th","potrzebować","Senat","Komisja","","Robert Wójcik","_","Dyrektor Departamentu Koordynacji Systemów Zabezpieczenia Społecznego w Ministerstwie Rodziny i Polityki Społecznej","mężczyzna","Komisja Rodziny, Polityki Senioralnej i Społecznej (66)","2021-06-15","1623715200","2021","III RP","10","201923-snt-rpssx-00066-01","Komisja Rodziny, Polityki Senioralnej i Społecznej (66.)","66","","","1"
" wszech miar potrzebne, bo wszędzie tam, gdzie możemy"," digitalizować"," dokumenty i usprawniać drogę urzędową, powinniśmy to czynić","[digitalizować:inf:imperf]","_","conjunct","i","Senat","Komisja","","Magdalena Kochan","Klub Parlamentarny Koalicja Obywatelska – Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","Senator","kobieta","Komisja Rodziny, Polityki Senioralnej i Społecznej (58)","2021-05-05","1620172800","2021","III RP","10","201923-snt-rpssx-00058-01","Komisja Rodziny, Polityki Senioralnej i Społecznej (58.)","58","","","1"
" technologii inteligentnych sieci, powiązanych z tym urządzeń, wejścia"," digitalizacji"," odbiorcy, czyli internet of things, i absolutnie fundamentalnej","[digitalizacja:subst:sg:gen:f]","_","comp","wejście","Sejm","Komisja","","Michał Kurtyka","_","Podsekretarz stanu w ME","mężczyzna","Komisja do Spraw Unii Europejskiej (42)","2016-03-31","1459382400","2016","III RP","8","201519-sjm-suexx-00042-01","Komisja do Spraw Unii Europejskiej /nr 42/","42","","","1"
" reagować. Jeśli chodzi o TTIP i kwestie związane z"," digitalizacją",", to są trochę inne sprawy. Musimy sobie oczywiście","[digitalizacja:subst:sg:inst:f]","_","comp","z","Sejm","Komisja","","Ansip","_","Andrus","nieznana","Komisja do Spraw Unii Europejskiej (52) | Komisja Cyfryzacji, Innowacyjności i Nowoczesnych Technologii (19)","2016-05-13","1463097600","2016","III RP","8","201519-sjm-suexx-00052-01","Komisja do Spraw Unii Europejskiej /nr 52/, Komisja Cyfryzacji, Innowacyjności i Nowoczesnych Technologii /nr 19/","52","","","1"
" mieć charakter instrumentu nastawionego na modele biznesowe o najwyższym stopniu"," digitalizacji",". Stanowisko rządu zostało przyjęte przez Komitet do Spraw Europejskich","[digitalizacja:subst:sg:gen:f]","_","comp","stopień","Sejm","Komisja","","Leszek Skiba","_","Podsekretarz stanu w MF","mężczyzna","Komisja do Spraw Unii Europejskiej (238)","2018-10-23","1540252800","2018","III RP","8","201519-sjm-suexx-00238-01","Komisja do Spraw Unii Europejskiej /nr 238/","238","","","1"
", to jesteśmy w tej kwestii pionierem. Na system"," digitalizacji"," akt uzyskaliśmy z funduszy unijnych ponad 156 000 tys","[digitalizacja:subst:sg:gen:f]","_","comp","system","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca PK","kobieta","Komisja Sprawiedliwości i Praw Człowieka (20)","2020-06-18","1592438400","2020","III RP","9","201923-sjm-spcxx-00020-01","Komisja Sprawiedliwości i Praw Człowieka /nr 20/","20","","","1"
" dwie główne pozycje. To proces informatyzacji, a raczej"," digitalizacji",", bo nie chodzi o zakupy komputerów, tylko zbudowanie","[digitalizacja:subst:sg:gen:f]","_","conjunct","a","Sejm","Komisja","","Marek Zirk-Sadowski","_","Prezes Naczelnego Sądu Administracyjnego","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (46)","2016-10-27","1477526400","2016","III RP","8","201519-sjm-spcxx-00046-01","Komisja Sprawiedliwości i Praw Człowieka /nr 46/","46","","","1"
" 000 tys. zł wydatków na informatyzację, wprowadzenie systemu"," digitalizacji"," na poziom prokuratur rejonowych oraz zwiększenie możliwości działalności prokuratury w","[digitalizacja:subst:sg:gen:f]","_","comp","system","Sejm","Komisja","","Bogdan Święczkowski","_","Zastępca prokuratora generalnego, prokurator krajowy","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (46)","2016-10-27","1477526400","2016","III RP","8","201519-sjm-spcxx-00046-01","Komisja Sprawiedliwości i Praw Człowieka /nr 46/","46","","","1"
" 2 bądź 3. Najpierw była siedziba, potem była"," digitalizacja"," – to były te potrzeby, o których za każdym","[digitalizacja:subst:sg:nom:f]","_","subj","być","Senat","Komisja","","Aleksander Pociej","Klub Parlamentarny Koalicja Obywatelska – Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","Przewodniczący","mężczyzna","Komisja Praw Człowieka, Praworządności i Petycji (144)","2022-01-04","1641254400","2022","III RP","10","201923-snt-pcppx-00144-01","Komisja Praw Człowieka, Praworządności i Petycji (144.)","144","","","1"
" podstawowego projektu informatycznego, który nazywa się „Rozwój Systemów"," Digitalizacji"," Akt Postępowań Przygotowawczych w Sprawach Karnych (iSDA 2.0)","[digitalizacja:subst:sg:gen:f]","_","ne","system","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" To jest związane, oczywiście, z tym całym procesem"," digitalizacji"," akt, stąd czytelnia akt i już korzystanie nie z","[digitalizacja:subst:sg:gen:f]","_","comp","proces","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" niż budowanie tego od początku. I całe doświadczenie z"," digitalizacją"," właśnie, przeogromna sprawa. Tutaj mówimy wszyscy skanery itd","[digitalizacja:subst:sg:inst:f]","_","comp","z","Sejm","Komisja","","Zbigniew Wiśniewski","_","_","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
", bo różne oceny specjalistów, którzy zajmują się procesem"," digitalizacji"," wskazują, że sama czynność skanowania, a więc położenia","[digitalizacja:subst:sg:gen:f]","_","adjunct","proces","Sejm","Komisja","","Zbigniew Wiśniewski","_","_","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" to jest 20% całej pracy, która towarzyszy procesowi"," digitalizacji",". Ponieważ akta trzeba przynieść, trzeba je rozszyć,","[digitalizacja:subst:sg:gen:f]","_","adjunct","proces","Sejm","Komisja","","Zbigniew Wiśniewski","_","_","mężczyzna","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" w sprawie się dzieje… Nie ma możliwości korzystania z"," digitalizacji"," akt. Dlatego mam pytanie: W jakim procencie jednostek","[digitalizacja:subst:sg:gen:f]","_","comp","z","Sejm","Komisja","","Ewa Wrzosek","_","Przedstawicielka Stowarzyszenia Niezależnych Prokuratorów Lex Super Omnia prokurator","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" rejonowego, prokuratur rejonowych, została wprowadzona czy jest wdrażana"," digitalizacja"," akt? Powiem tylko, że według danych wprawdzie na","[digitalizacja:subst:sg:nom:f]","_","subj","być","Sejm","Komisja","","Ewa Wrzosek","_","Przedstawicielka Stowarzyszenia Niezależnych Prokuratorów Lex Super Omnia prokurator","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" liczbą 749 spraw. Zatem tu padło zdanie, że"," digitalizacja"," jest już na poziomie prokuratur regionalnych, do których też","[digitalizacja:subst:sg:nom:f]","_","subj","być","Sejm","Komisja","","Ewa Wrzosek","_","Przedstawicielka Stowarzyszenia Niezależnych Prokuratorów Lex Super Omnia prokurator","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
