"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","-"
Item,Frequency,Relative frequency,DOCF,Relative DOCF
"jasnoniebieski",1,1.93263,1,0.54054
"jarmarczny",1,1.93263,1,0.54054
"japoński",1,1.93263,1,0.54054
"ożywczy",1,1.93263,1,0.54054
"oświęcimski",1,1.93263,1,0.54054
"padaczkowy",1,1.93263,1,0.54054
"jdqjvwhuhpμguxnqdsdslh",1,1.93263,1,0.54054
"dokumentacji21",1,1.93263,1,0.54054
"dokumentacji",1,1.93263,1,0.54054
"biblijny",1,1.93263,1,0.54054
"pamięcioznawczego",1,1.93263,1,0.54054
"pamięcią",1,1.93263,1,0.54054
"jedenasty",1,1.93263,1,0.54054
"pamiętnikarski",1,1.93263,1,0.54054
"dokumentacyjno-archiwalna",1,1.93263,1,0.54054
"dokumentacją",1,1.93263,1,0.54054
"pantoflowy",1,1.93263,1,0.54054
"dokumentacyjno-archiwalnej",1,1.93263,1,0.54054
"paradygmatyczny",1,1.93263,1,0.54054
"parafialnych37",1,1.93263,1,0.54054
"jednorodzinny",1,1.93263,1,0.54054
"biblioteki",1,1.93263,1,0.54054
"archiwalnych9",1,1.93263,1,0.54054
"archiwalnych70",1,1.93263,1,0.54054
"parafii12",1,1.93263,1,0.54054
"jednostki",1,1.93263,1,0.54054
"jednostek5",1,1.93263,1,0.54054
"parlamentarny",1,1.93263,1,0.54054
"dokumentacyjnych6",1,1.93263,1,0.54054
"dokumentacyjnych54",1,1.93263,1,0.54054
"jednoznaczne86",1,1.93263,1,0.54054
"paryski",1,1.93263,1,0.54054
"dokumentalisty-minimalisty",1,1.93263,1,0.54054
"jedwabniczy",1,1.93263,1,0.54054
"patentowy",1,1.93263,1,0.54054
"dokumentalno-reportażowych",1,1.93263,1,0.54054
"bie",1,1.93263,1,0.54054
"biblioteką",1,1.93263,1,0.54054
"paturalski",1,1.93263,1,0.54054
"pazerny",1,1.93263,1,0.54054
"jesienny",1,1.93263,1,0.54054
"pałacowy",1,1.93263,1,0.54054
"państwa41",1,1.93263,1,0.54054
"jordanowski",1,1.93263,1,0.54054
"biegowy",1,1.93263,1,0.54054
"julianne",1,1.93263,1,0.54054
"jutrzejszy",1,1.93263,1,0.54054
"dokumentu68",1,1.93263,1,0.54054
"jądrowy",1,1.93263,1,0.54054
"pelpliński",1,1.93263,1,0.54054
"dokuwnętrzne",1,1.93263,1,0.54054
"biegły",1,1.93263,1,0.54054
"archiwalną6",1,1.93263,1,0.54054
"archiwalnymi85",1,1.93263,1,0.54054
"antyhitlerowski",1,1.93263,1,0.54054
"pergaminowy",1,1.93263,1,0.54054
"percepcyjny",1,1.93263,1,0.54054
"personalnych26",1,1.93263,1,0.54054
"kajdanowską",1,1.93263,1,0.54054
"kajakowy",1,1.93263,1,0.54054
"dolnomiejska",1,1.93263,1,0.54054
"petersburski",1,1.93263,1,0.54054
"petlurowskiej",1,1.93263,1,0.54054
"kaligraficzny",1,1.93263,1,0.54054
"pełnoskalowa",1,1.93263,1,0.54054
"pełnoprawny",1,1.93263,1,0.54054
"kaleński",1,1.93263,1,0.54054
"bieżącą93",1,1.93263,1,0.54054
"ościenny",1,1.93263,1,0.54054
"ośrodka",1,1.93263,1,0.54054
"ożywiony",1,1.93263,1,0.54054
"pełnoskalowej",1,1.93263,1,0.54054
"kameralny",1,1.93263,1,0.54054
"kameduli",1,1.93263,1,0.54054
"pamięci2",1,1.93263,1,0.54054
"pamięcioznawcza",1,1.93263,1,0.54054
"pamięcioznawczej",1,1.93263,1,0.54054
"piastowski",1,1.93263,1,0.54054
"dolnośląski",1,1.93263,1,0.54054
"dolnomiejską",1,1.93263,1,0.54054
"pamiętliwy",1,1.93263,1,0.54054
"pandemiczny",1,1.93263,1,0.54054
"pienkowskiej",1,1.93263,1,0.54054
"kancelaryjno-archiwalne",1,1.93263,1,0.54054
"kancelaryjnej39",1,1.93263,1,0.54054
"panujący",1,1.93263,1,0.54054
"pierwszoplanowy",1,1.93263,1,0.54054
"kancelaryjno-archiwalnych",1,1.93263,1,0.54054
"kancelaryjno-archiwalny",1,1.93263,1,0.54054
"dominującym",1,1.93263,1,0.54054
"big-beatowe",1,1.93263,1,0.54054
"archiwistka",1,1.93263,1,0.54054
"pionierski",1,1.93263,1,0.54054
"pilny",1,1.93263,1,0.54054
"parasolowy",1,1.93263,1,0.54054
"kantorski",1,1.93263,1,0.54054
"kanonizacyjny",1,1.93263,1,0.54054
"parterowy",1,1.93263,1,0.54054
"piłsudskiegobronowickie",1,1.93263,1,0.54054
"kapitalny",1,1.93263,1,0.54054
"doniosły",1,1.93263,1,0.54054
"pjm",1,1.93263,1,0.54054
"pl.",1,1.93263,1,0.54054
"karowy",1,1.93263,1,0.54054
"pasywny",1,1.93263,1,0.54054
"planowy",1,1.93263,1,0.54054
"patetyczny",1,1.93263,1,0.54054
"plansze",1,1.93263,1,0.54054
"kartkowego54",1,1.93263,1,0.54054
"doraźnokonsultacyjnych",1,1.93263,1,0.54054
"pn.",1,1.93263,1,0.54054
"pałacowo-parkowy",1,1.93263,1,0.54054
"pański",1,1.93263,1,0.54054
"pobudzają",1,1.93263,1,0.54054
"kartoteka",1,1.93263,1,0.54054
"biograuczne",1,1.93263,1,0.54054
"biografistyczną",1,1.93263,1,0.54054
"biograficznej7",1,1.93263,1,0.54054
"antykwaryczny",1,1.93263,1,0.54054
"antydyskryminacyjny",1,1.93263,1,0.54054
"państwowo-partyjne",1,1.93263,1,0.54054
"państwowych1",1,1.93263,1,0.54054
"państwowych23",1,1.93263,1,0.54054
"państwowymi21",1,1.93263,1,0.54054
"październikowy",1,1.93263,1,0.54054
"podarunkowy",1,1.93263,1,0.54054
"periodyczny",1,1.93263,1,0.54054
"podawczy",1,1.93263,1,0.54054
"kat.",1,1.93263,1,0.54054
"kaszubsko-pomorskiej",1,1.93263,1,0.54054
"kaszubski",1,1.93263,1,0.54054
"perspektywiczny",1,1.93263,1,0.54054
"perspektywy",1,1.93263,1,0.54054
"podglądowy",1,1.93263,1,0.54054
"pewiacka",1,1.93263,1,0.54054
"katastralny",1,1.93263,1,0.54054
"katalogowy",1,1.93263,1,0.54054
"katastrofalny",1,1.93263,1,0.54054
"podkową",1,1.93263,1,0.54054
"dostrzegalny",1,1.93263,1,0.54054
"dostateczny",1,1.93263,1,0.54054
"dostarczone",1,1.93263,1,0.54054
"pełnotekstowy",1,1.93263,1,0.54054
"piasecki",1,1.93263,1,0.54054
"podkreśliłabym",1,1.93263,1,0.54054
"kategoryczny",1,1.93263,1,0.54054
"kategorialny",1,1.93263,1,0.54054
"podlaszeckimi",1,1.93263,1,0.54054
"piersiowy",1,1.93263,1,0.54054
"podlaszecką",1,1.93263,1,0.54054
"podlaszeckiej",1,1.93263,1,0.54054
"dosłowny",1,1.93263,1,0.54054
"pierwszomajowy",1,1.93263,1,0.54054
"pieszy",1,1.93263,1,0.54054
"pijany",1,1.93263,1,0.54054
"podmurna",1,1.93263,1,0.54054
"podmiokowe",1,1.93263,1,0.54054
"kazane",1,1.93263,1,0.54054
"archiwistą_ką",1,1.93263,1,0.54054
"archiwistyki88",1,1.93263,1,0.54054
"podręcznikowy",1,1.93263,1,0.54054
"podtoruńskich",1,1.93263,1,0.54054
"kdsl",1,1.93263,1,0.54054
"podwójny",1,1.93263,1,0.54054
"kielecki",1,1.93263,1,0.54054
"kici",1,1.93263,1,0.54054
"dowcipny",1,1.93263,1,0.54054
"poetycki",1,1.93263,1,0.54054
"pofabryczny",1,1.93263,1,0.54054
"podłogowy",1,1.93263,1,0.54054
"kievskaâ",1,1.93263,1,0.54054
"kilkoma",1,1.93263,1,0.54054
"dowodowy",1,1.93263,1,0.54054
"dowe",1,1.93263,1,0.54054
"bitumiczny",1,1.93263,1,0.54054
"planetarny",1,1.93263,1,0.54054
"poklatkowy",1,1.93263,1,0.54054
"pokolenia",1,1.93263,1,0.54054
"kilkuminutowy",1,1.93263,1,0.54054
"kilkumiesięczny",1,1.93263,1,0.54054
"pokonferencyjnymi",1,1.93263,1,0.54054
"kilkunastosekundowych",1,1.93263,1,0.54054
"kilkunastoletni",1,1.93263,1,0.54054
"pokrzywdzony",1,1.93263,1,0.54054
"pokładowy",1,1.93263,1,0.54054
"kilkunastotomowy",1,1.93263,1,0.54054
"dowódczy",1,1.93263,1,0.54054
"bizantyjski",1,1.93263,1,0.54054
"archiwizowana",1,1.93263,1,0.54054
"antyspamowy",1,1.93263,1,0.54054
"policyjno-wojskowym",1,1.93263,1,0.54054
"poległy",1,1.93263,1,0.54054
"polityczno-gospodarczo-społeczny",1,1.93263,1,0.54054
"polityczno-kulturowych",1,1.93263,1,0.54054
"kiszony",1,1.93263,1,0.54054
"kilkutonowy",1,1.93263,1,0.54054
"podgrybowskiej",1,1.93263,1,0.54054
"polityczno-ustrojowymi",1,1.93263,1,0.54054
"polityczny25",1,1.93263,1,0.54054
"polityczno-ustrojowych",1,1.93263,1,0.54054
"polny",1,1.93263,1,0.54054
"klasycystyczny",1,1.93263,1,0.54054
"drażliwy",1,1.93263,1,0.54054
"polskiego11",1,1.93263,1,0.54054
"klawiaturowy",1,1.93263,1,0.54054
"podlaszecka",1,1.93263,1,0.54054
"polsko-amerykańskimi",1,1.93263,1,0.54054
"polsko-białoruskie",1,1.93263,1,0.54054
"kliszczackich",1,1.93263,1,0.54054
"klasztorny",1,1.93263,1,0.54054
"polsko-izraelskie",1,1.93263,1,0.54054
"klubowy",1,1.93263,1,0.54054
"klockowy",1,1.93263,1,0.54054
"polsko-radzieckim",1,1.93263,1,0.54054
"polsko-niemieckiej",1,1.93263,1,0.54054
"druckiej-lubeckiej",1,1.93263,1,0.54054
"drohobycki",1,1.93263,1,0.54054
"blaszany",1,1.93263,1,0.54054
"polsko-ukraińska",1,1.93263,1,0.54054
"kochany",1,1.93263,1,0.54054
"kobylnicki",1,1.93263,1,0.54054
"kod-pocztowy",1,1.93263,1,0.54054
"koci",1,1.93263,1,0.54054
"drugoobiegowy",1,1.93263,1,0.54054
"polsko-ukraińsko-białoruska",1,1.93263,1,0.54054
"kodowy",1,1.93263,1,0.54054
"kodeksowy",1,1.93263,1,0.54054
"kognitywny",1,1.93263,1,0.54054
"koedukacyjny",1,1.93263,1,0.54054
"drugowojenna",1,1.93263,1,0.54054
"drugie119",1,1.93263,1,0.54054
"pomocowy",1,1.93263,1,0.54054
"kohnowej",1,1.93263,1,0.54054
"pogrzebowy",1,1.93263,1,0.54054
"pojakimś",1,1.93263,1,0.54054
"kolegialny",1,1.93263,1,0.54054
"ponadnarodowy",1,1.93263,1,0.54054
"drukowany",1,1.93263,1,0.54054
"bolesny",1,1.93263,1,0.54054
"poniedziałkowy",1,1.93263,1,0.54054
"drżący",1,1.93263,1,0.54054
"pokojowy",1,1.93263,1,0.54054
"pookupacyjny",1,1.93263,1,0.54054
"kolneński",1,1.93263,1,0.54054
"koleżeński",1,1.93263,1,0.54054
"boloński",1,1.93263,1,0.54054
"archiwotwórczymi",1,1.93263,1,0.54054
"archiwotwórczego",1,1.93263,1,0.54054
"antysystemowej",1,1.93263,1,0.54054
"antysowiecki",1,1.93263,1,0.54054
"aktywizacyjny",1,1.93263,1,0.54054
"pokonferencyjną",1,1.93263,1,0.54054
"pokontrolny",1,1.93263,1,0.54054
"polecane",1,1.93263,1,0.54054
"popularno-naukowe",1,1.93263,1,0.54054
"popowstańczy",1,1.93263,1,0.54054
"pornograficzny",1,1.93263,1,0.54054
"polityczno-kulturalnej",1,1.93263,1,0.54054
"polityczno-literackim",1,1.93263,1,0.54054
"porządanego",1,1.93263,1,0.54054
"kombatanckich8",1,1.93263,1,0.54054
"kolędniczy",1,1.93263,1,0.54054
"kolski",1,1.93263,1,0.54054
"porównywałem",1,1.93263,1,0.54054
"pospolity",1,1.93263,1,0.54054
"komierowska",1,1.93263,1,0.54054
"komierowskich",1,1.93263,1,0.54054
"komierowskiej",1,1.93263,1,0.54054
"dv",1,1.93263,1,0.54054
"bożonarodzeniowy",1,1.93263,1,0.54054
"postpozytywistycznego",1,1.93263,1,0.54054
"komiksowy",1,1.93263,1,0.54054
"komierowską",1,1.93263,1,0.54054
"boży",1,1.93263,1,0.54054
"archiwoznawczy",1,1.93263,1,0.54054
"archiwoznawcze",1,1.93263,1,0.54054
"polsko-angielską",1,1.93263,1,0.54054
"polsko-bolszewickiej",1,1.93263,1,0.54054
"polsko-litewskiego",1,1.93263,1,0.54054
"polsko-moskiewskimi",1,1.93263,1,0.54054
"potwierdzone33",1,1.93263,1,0.54054
"komplementarny",1,1.93263,1,0.54054
"poubeckich",1,1.93263,1,0.54054
"powideo",1,1.93263,1,0.54054
"dwuczłonowy",1,1.93263,1,0.54054
"dwucyfrowy",1,1.93263,1,0.54054
"powojennego48",1,1.93263,1,0.54054
"powierniczy",1,1.93263,1,0.54054
"powstały8",1,1.93263,1,0.54054
"dwudrzwiowy",1,1.93263,1,0.54054
"braciaubogich",1,1.93263,1,0.54054
"polsko-ukraińskimi",1,1.93263,1,0.54054
"pozaakademicki",1,1.93263,1,0.54054
"koncentrujący",1,1.93263,1,0.54054
"polsko-żydowski",1,1.93263,1,0.54054
"polsko-żydowskiego",1,1.93263,1,0.54054
"pozaarchiwalne",1,1.93263,1,0.54054
"konfekcyjny",1,1.93263,1,0.54054
"dwugodzinny",1,1.93263,1,0.54054
"pomoce",1,1.93263,1,0.54054
"pozainternetowych",1,1.93263,1,0.54054
"pozakonkursowy",1,1.93263,1,0.54054
"konferencje",1,1.93263,1,0.54054
"brazylijski",1,1.93263,1,0.54054
"archiwum72",1,1.93263,1,0.54054
"apatyczny",1,1.93263,1,0.54054
"antywirusowy",1,1.93263,1,0.54054
"pomordowany",1,1.93263,1,0.54054
"ponaddwudziestopięcioletniej",1,1.93263,1,0.54054
"pozaregistraturalne",1,1.93263,1,0.54054
"konieczna131",1,1.93263,1,0.54054
"kongresowy",1,1.93263,1,0.54054
"pozastoczniowa",1,1.93263,1,0.54054
"popaździernikowy",1,1.93263,1,0.54054
"popełniane",1,1.93263,1,0.54054
"pozaszkolny",1,1.93263,1,0.54054
"pozarządowych7",1,1.93263,1,0.54054
"dwukrotny",1,1.93263,1,0.54054
"konkrentych",1,1.93263,1,0.54054
"poznanych20",1,1.93263,1,0.54054
"dwunasty",1,1.93263,1,0.54054
"konkretych",1,1.93263,1,0.54054
"dwuosobowy",1,1.93263,1,0.54054
"brenneke",1,1.93263,1,0.54054
"bremeński",1,1.93263,1,0.54054
"pozyskanych",1,1.93263,1,0.54054
"dwupokojowy",1,1.93263,1,0.54054
"południowo-wschodnich",1,1.93263,1,0.54054
"konserwacyjny",1,1.93263,1,0.54054
"bromowo-srebrowa",1,1.93263,1,0.54054
"konstruktywistyczny",1,1.93263,1,0.54054
"pośredniczy",1,1.93263,1,0.54054
"poźnonowoczesnym",1,1.93263,1,0.54054
"konstytucyjny",1,1.93263,1,0.54054
"dy",1,1.93263,1,0.54054
"arcyciekawy",1,1.93263,1,0.54054
"archiwumbronowickie",1,1.93263,1,0.54054
"postkomunistyczny",1,1.93263,1,0.54054
"postoczniowy",1,1.93263,1,0.54054
"pożydowski",1,1.93263,1,0.54054
"konsultacyjno-terapeutycznych",1,1.93263,1,0.54054
"postpozytywistycznym11",1,1.93263,1,0.54054
"postronny",1,1.93263,1,0.54054
"posttradycjonalne",1,1.93263,1,0.54054
"pożyteczny",1,1.93263,1,0.54054
"konsumencki",1,1.93263,1,0.54054
"konstytutywny",1,1.93263,1,0.54054
"pragmatyczny",1,1.93263,1,0.54054
"praktyczno-naukowej",1,1.93263,1,0.54054
"pracowity",1,1.93263,1,0.54054
"brunatny",1,1.93263,1,0.54054
"potężny",1,1.93263,1,0.54054
"prawicowy",1,1.93263,1,0.54054
"kontrolę106",1,1.93263,1,0.54054
"prawno-organizacyjna",1,1.93263,1,0.54054
"prawnodowodowej",1,1.93263,1,0.54054
"konwencjonalny",1,1.93263,1,0.54054
"dyrektorski",1,1.93263,1,0.54054
"prawowity",1,1.93263,1,0.54054
"konłecznym",1,1.93263,1,0.54054
"kopernikański",1,1.93263,1,0.54054
"dyskretny",1,1.93263,1,0.54054
"brzeski",1,1.93263,1,0.54054
"aporetyczny",1,1.93263,1,0.54054
"apolityczny",1,1.93263,1,0.54054
"albumowe27",1,1.93263,1,0.54054
"prl-owski",1,1.93263,1,0.54054
"prezentacyjny",1,1.93263,1,0.54054
"proc.",1,1.93263,1,0.54054
"problemami71",1,1.93263,1,0.54054
"korespondencji35",1,1.93263,1,0.54054
"korpusowy",1,1.93263,1,0.54054
"korporacyjny",1,1.93263,1,0.54054
"kosmetyczny",1,1.93263,1,0.54054
"dysonansowy",1,1.93263,1,0.54054
"brzoskwiniowy",1,1.93263,1,0.54054
"pozaarchiwalnej",1,1.93263,1,0.54054
"proobywatelskich",1,1.93263,1,0.54054
"pozapomorskiej",1,1.93263,1,0.54054
"kosztochłonne",1,1.93263,1,0.54054
"dysydencki",1,1.93263,1,0.54054
"pozaregistraturalną",1,1.93263,1,0.54054
"pozarządowych43",1,1.93263,1,0.54054
"prosowiecki",1,1.93263,1,0.54054
"prostokątny",1,1.93263,1,0.54054
"koszutski",1,1.93263,1,0.54054
"brzydki",1,1.93263,1,0.54054
"pozawerbalny",1,1.93263,1,0.54054
"proszkowy",1,1.93263,1,0.54054
"protestacyjny",1,1.93263,1,0.54054
"koszutskiego",1,1.93263,1,0.54054
"kowalny",1,1.93263,1,0.54054
"koszęciński",1,1.93263,1,0.54054
"działalności13",1,1.93263,1,0.54054
"artystycznospołecznościowy",1,1.93263,1,0.54054
"artystyczno-kulturalną",1,1.93263,1,0.54054
"pozorny",1,1.93263,1,0.54054
"proweniencji37",1,1.93263,1,0.54054
"kowalski_jan_001",1,1.93263,1,0.54054
"kowalski",1,1.93263,1,0.54054
"kowalski_jan_zdjecia_archiwalne",1,1.93263,1,0.54054
"kowalski_jan_zdjecia_wspolczesne",1,1.93263,1,0.54054
"dziedzinowy",1,1.93263,1,0.54054
"dziedzic1939",1,1.93263,1,0.54054
"prywatnych2",1,1.93263,1,0.54054
"prywatnych6",1,1.93263,1,0.54054
"kołchozowy",1,1.93263,1,0.54054
"przechotamże",1,1.93263,1,0.54054
"pośredniej91",1,1.93263,1,0.54054
"przechowywania28",1,1.93263,1,0.54054
"kościałkowski",1,1.93263,1,0.54054
"kowski",1,1.93263,1,0.54054
"brętowskiego",1,1.93263,1,0.54054
"przeciwny",1,1.93263,1,0.54054
"przeciwstawny",1,1.93263,1,0.54054
"kościelnymi38",1,1.93263,1,0.54054
"pożółkły",1,1.93263,1,0.54054
"przeczyspołecznego",1,1.93263,1,0.54054
"koźmiński",1,1.93263,1,0.54054
"kościerski",1,1.93263,1,0.54054
"dzielili144",1,1.93263,1,0.54054
"przedostatni",1,1.93263,1,0.54054
"przedziwny",1,1.93263,1,0.54054
"przedsierpniowy",1,1.93263,1,0.54054
"przednowoczesnej",1,1.93263,1,0.54054
"artystycznymi6",1,1.93263,1,0.54054
"apteczny",1,1.93263,1,0.54054
"apostolski",1,1.93263,1,0.54054
"przegrany",1,1.93263,1,0.54054
"przejęty",1,1.93263,1,0.54054
"przeglądarkowej",1,1.93263,1,0.54054
"przekazane",1,1.93263,1,0.54054
"kretnych",1,1.93263,1,0.54054
"dziesiąty",1,1.93263,1,0.54054
"przemysko-warszawskiej",1,1.93263,1,0.54054
"kronikarski",1,1.93263,1,0.54054
"krośnikarskie",1,1.93263,1,0.54054
"krośnieński",1,1.93263,1,0.54054
"buryły",1,1.93263,1,0.54054
"buraczany",1,1.93263,1,0.54054
"przerobowy",1,1.93263,1,0.54054
"przepyszny",1,1.93263,1,0.54054
"przesiedleńczy",1,1.93263,1,0.54054
"przesadny",1,1.93263,1,0.54054
"dziewięcioosobowa",1,1.93263,1,0.54054
"przeszczęśliwy",1,1.93263,1,0.54054
"krzepicki",1,1.93263,1,0.54054
"krzanicki",1,1.93263,1,0.54054
"przetargowy",1,1.93263,1,0.54054
"dziewiętnastowieczny",1,1.93263,1,0.54054
"dziewięcioletni",1,1.93263,1,0.54054
"artystystycznymi",1,1.93263,1,0.54054
"przy",1,1.93263,1,0.54054
"przybyły",1,1.93263,1,0.54054
"krótkometrażowy",1,1.93263,1,0.54054
"proeuropejski",1,1.93263,1,0.54054
"przychodni",1,1.93263,1,0.54054
"kręty",1,1.93263,1,0.54054
"dziki",1,1.93263,1,0.54054
"dziewięćdziesiątych46",1,1.93263,1,0.54054
"książ",1,1.93263,1,0.54054
"dzinnej",1,1.93263,1,0.54054
"propagandowy",1,1.93263,1,0.54054
"proporcjonalny",1,1.93263,1,0.54054
"przypadków126",1,1.93263,1,0.54054
"przypadku22",1,1.93263,1,0.54054
"byłbym",1,1.93263,1,0.54054
"bym",1,1.93263,1,0.54054
"przypadków60",1,1.93263,1,0.54054
"przypadków55",1,1.93263,1,0.54054
"protestu5",1,1.93263,1,0.54054
"przyswajalny",1,1.93263,1,0.54054
"przypadków88",1,1.93263,1,0.54054
"przypadków5",1,1.93263,1,0.54054
"prowadzący",1,1.93263,1,0.54054
"przywołane",1,1.93263,1,0.54054
"przytułkowy",1,1.93263,1,0.54054
"présente",1,1.93263,1,0.54054
"prowizoryczny",1,1.93263,1,0.54054
"prężny",1,1.93263,1,0.54054
"kujawsko-kaliskich",1,1.93263,1,0.54054
"długodystansowy",1,1.93263,1,0.54054
"bębnowy",1,1.93263,1,0.54054
"atmosferyczny",1,1.93263,1,0.54054
"arbitralny",1,1.93263,1,0.54054
"alchemiczny",1,1.93263,1,0.54054
"activity",1,1.93263,1,0.54054
"acetylocelulozowymi",1,1.93263,1,0.54054
"kujawsko-kaliską",1,1.93263,1,0.54054
"kujawsko-pomorska",1,1.93263,1,0.54054
"długofalowy",1,1.93263,1,0.54054
"przechowywania3",1,1.93263,1,0.54054
"publiczne8",1,1.93263,1,0.54054
"kujawsko-pomorskie",1,1.93263,1,0.54054
"kujawsko-pomorskich",1,1.93263,1,0.54054
"będziński",1,1.93263,1,0.54054
"przeczący",1,1.93263,1,0.54054
"punktowy",1,1.93263,1,0.54054
"przedmio",1,1.93263,1,0.54054
"puławski",1,1.93263,1,0.54054
"publikowane",1,1.93263,1,0.54054
"pzpr-owski",1,1.93263,1,0.54054
"półnagi",1,1.93263,1,0.54054
"pułkowy",1,1.93263,1,0.54054
"kultowy",1,1.93263,1,0.54054
"atypowe46",1,1.93263,1,0.54054
"kulturalno-artystyczną",1,1.93263,1,0.54054
"półprofesjonalny",1,1.93263,1,0.54054
"dźwięczny",1,1.93263,1,0.54054
"półstacjonarnej",1,1.93263,1,0.54054
"póżnonowoczesnym",1,1.93263,1,0.54054
"kulturowo-przyrodniczych",1,1.93263,1,0.54054
"błaszkowski",1,1.93263,1,0.54054
"płatniczy",1,1.93263,1,0.54054
"pędowy",1,1.93263,1,0.54054
"kuluarowy",1,1.93263,1,0.54054
"kupiecki",1,1.93263,1,0.54054
"e-learningowej31",1,1.93263,1,0.54054
"e-learningowe",1,1.93263,1,0.54054
"audacity",1,1.93263,1,0.54054
"archaiczny",1,1.93263,1,0.54054
"qhμ",1,1.93263,1,0.54054
"qirupdwrunl",1,1.93263,1,0.54054
"qh",1,1.93263,1,0.54054
"queerowy",1,1.93263,1,0.54054
"queerowych27",1,1.93263,1,0.54054
"kurierzy",1,1.93263,1,0.54054
"kurierski",1,1.93263,1,0.54054
"racławicki",1,1.93263,1,0.54054
"kuriozalny",1,1.93263,1,0.54054
"radomski",1,1.93263,1,0.54054
"radomszczański",1,1.93263,1,0.54054
"kvale",1,1.93263,1,0.54054
"ebaty",1,1.93263,1,0.54054
"cas",1,1.93263,1,0.54054
"przeszukiwalne",1,1.93263,1,0.54054
"przeszukiwalnym",1,1.93263,1,0.54054
"radzieckiej12",1,1.93263,1,0.54054
"radziejowski",1,1.93263,1,0.54054
"kwiatkowska-dybaś",1,1.93263,1,0.54054
"kwe",1,1.93263,1,0.54054
"kwaterunkowy",1,1.93263,1,0.54054
"kwiecińską-trzewikowską",1,1.93263,1,0.54054
"kwiatowy",1,1.93263,1,0.54054
"przyczynowy",1,1.93263,1,0.54054
"recenzyjny",1,1.93263,1,0.54054
"kwietniowy",1,1.93263,1,0.54054
"edukacyjno-integracyjnym",1,1.93263,1,0.54054
"edgxoodmhy",1,1.93263,1,0.54054
"audio-wideo",1,1.93263,1,0.54054
"alkaliczny",1,1.93263,1,0.54054
"przydługi",1,1.93263,1,0.54054
"przykry",1,1.93263,1,0.54054
"refleksyjny",1,1.93263,1,0.54054
"reformatorski",1,1.93263,1,0.54054
"regały",1,1.93263,1,0.54054
"lambda",1,1.93263,1,0.54054
"lachowski",1,1.93263,1,0.54054
"przypadków65",1,1.93263,1,0.54054
"registraturalnymi",1,1.93263,1,0.54054
"registraturalne",1,1.93263,1,0.54054
"rejonowy",1,1.93263,1,0.54054
"latającym",1,1.93263,1,0.54054
"latającego",1,1.93263,1,0.54054
"efemerydalne1",1,1.93263,1,0.54054
"rekreacyjny",1,1.93263,1,0.54054
"rekolekcyjna2",1,1.93263,1,0.54054
"przywołany",1,1.93263,1,0.54054
"remarketingowych",1,1.93263,1,0.54054
"lawinowy",1,1.93263,1,0.54054
"próbny",1,1.93263,1,0.54054
"reprezentacyjny",1,1.93263,1,0.54054
"legitymacyjny",1,1.93263,1,0.54054
"legislacyjny",1,1.93263,1,0.54054
"research",1,1.93263,1,0.54054
"republikański",1,1.93263,1,0.54054
"ekologiczny",1,1.93263,1,0.54054
"egzystencjalny",1,1.93263,1,0.54054
"edytorski",1,1.93263,1,0.54054
"publicznych6",1,1.93263,1,0.54054
"rewitalizacyjny",1,1.93263,1,0.54054
"rezerwowy",1,1.93263,1,0.54054
"lewczyńskiego",1,1.93263,1,0.54054
"lewna",1,1.93263,1,0.54054
"ekshumacyjny",1,1.93263,1,0.54054
"ekscentryczny",1,1.93263,1,0.54054
"cechowy",1,1.93263,1,0.54054
"północno-zachodni",1,1.93263,1,0.54054
"północno-zachodniej",1,1.93263,1,0.54054
"romagna",1,1.93263,1,0.54054
"rozbudowany",1,1.93263,1,0.54054
"rotacyjny",1,1.93263,1,0.54054
"liczbowo-literowe",1,1.93263,1,0.54054
"rozległy",1,1.93263,1,0.54054
"liczebny",1,1.93263,1,0.54054
"eksplicytny",1,1.93263,1,0.54054
"roznym",1,1.93263,1,0.54054
"liderskich",1,1.93263,1,0.54054
"celowego44",1,1.93263,1,0.54054
"celny",1,1.93263,1,0.54054
"cc",1,1.93263,1,0.54054
"całodzienny",1,1.93263,1,0.54054
"afgański",1,1.93263,1,0.54054
"płodny",1,1.93263,1,0.54054
"płoszajskiego",1,1.93263,1,0.54054
"płócienny",1,1.93263,1,0.54054
"queerowe",1,1.93263,1,0.54054
"rozumowany",1,1.93263,1,0.54054
"rozproszone",1,1.93263,1,0.54054
"queerowych",1,1.93263,1,0.54054
"queerowymi",1,1.93263,1,0.54054
"rozłączny",1,1.93263,1,0.54054
"rslv",1,1.93263,1,0.54054
"rozwojowy",1,1.93263,1,0.54054
"linearny",1,1.93263,1,0.54054
"rumuński",1,1.93263,1,0.54054
"radomsko-brzeźnickiego",1,1.93263,1,0.54054
"listopadowy",1,1.93263,1,0.54054
"lipnowski",1,1.93263,1,0.54054
"rwrjudill",1,1.93263,1,0.54054
"ryczną",1,1.93263,1,0.54054
"litanka",1,1.93263,1,0.54054
"elastyczny",1,1.93263,1,0.54054
"eksportowy",1,1.93263,1,0.54054
"rakietowy",1,1.93263,1,0.54054
"rydlowej",1,1.93263,1,0.54054
"rydlową",1,1.93263,1,0.54054
"rydlowa",1,1.93263,1,0.54054
"literaturoznawczy",1,1.93263,1,0.54054
"reaktywny",1,1.93263,1,0.54054
"realistyczny",1,1.93263,1,0.54054
